	MF: KIRC	METH: KIRC	GE: KIRC	MF: BRCA	METH: BRCA	GE: BRCA	MF: READ	METH: READ	GE: READ	MF: PRAD	METH: PRAD	GE: PRAD	MF: STAD	METH: STAD	GE: STAD	MF: HNSC	METH: HNSC	GE: HNSC	MF: LUAD	METH: LUAD	GE: LUAD	MF: THCA	METH: THCA	GE: THCA	MF: BLCA	METH: BLCA	GE: BLCA	MF: ESCA	METH: ESCA	GE: ESCA	MF: LIHC	METH: LIHC	GE: LIHC	MF: UCEC	METH: UCEC	GE: UCEC	MF: COAD	METH: COAD	GE: COAD	MF: LUSC	METH: LUSC	GE: LUSC	MF: CESC	METH: CESC	GE: CESC	MF: KIRP	METH: KIRP	GE: KIRP
WDR46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR48	0.012837517	0.052620013	0.062970935	0.021132655	0.056339867	0.053298984	0.0	0.012448825	0.001224616	0.068309816	0.024519785	0.047639269	0.013037378	0.040713397	0.002951331	0.005503502	0.038268875	0.041817122	0.0	0.0410431	0.042551346	0.0	0.005841123	0.024943952	0.0	0.024873321	0.055951951	0.0	0.09809834	0.055627224	0.0	0.016758786	0.008375933	0.003824579	0.027957923	0.04593582	0.016245433	0.001681778	0.010170359	0.0	0.051368891	0.059919724	0.027744815	0.072412212	0.085116323	0.0	0.003287336	0.009262728
WDR5	0.012825348	0.011418662	0.016104376	0.005307799	0.009787947	0.02504023	0.0	0.008454385	0.060055942	0.0	0.014472333	0.034440481	0.038825248	0.016646667	0.043050361	0.005503861	0.009478113	0.044455173	0.0	0.015997179	0.025822595	0.0	0.012370558	0.041935067	0.0	0.013588081	0.04802532	0.0	0.005225459	0.046451797	0.0	0.010993121	0.068088848	0.023085931	0.00828013	0.00075737	0.010811791	0.009011285	0.05021696	0.0	0.009578965	0.066567951	0.0	0.007370559	0.031899229	0.040951065	0.001516119	0.006626432
WDR59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR5B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR75	0.0	0.00880119	0.025502909	0.0	0.00649958	0.004310427	0.0	0.007953357	0.078484103	0.0	0.004623132	0.036522654	0.038914313	0.002116701	0.06608902	0.0	0.011873121	0.040554592	0.040964269	0.01021251	0.072471857	0.007195562	0.006447213	0.009430477	0.03076639	0.010097933	0.013382694	0.0	0.007483802	0.055941288	0.0	0.000226178	0.041229864	0.015450328	0.008849713	0.020060365	0.0	0.003734191	0.087597523	0.0	0.008582841	0.099507632	0.028175308	0.002943578	0.008833481	0.0	0.000980757	0.008415669
WDR77	0.0	0.005676746	0.021549633	0.0	0.003652338	0.021581938	0.0	0.013631517	0.091483292	0.045531947	0.000316664	0.045396024	0.0	0.003200899	0.029364562	0.0054978	0.001922048	0.002088259	0.0	0.002482832	0.067997977	0.0	0.006085525	0.007108266	0.0	0.013066642	0.012042258	0.0	0.007287877	0.057698778	0.0	0.004147658	0.032369872	0.011597472	0.005257118	0.052546566	0.0	0.001946547	0.09375824	0.0	0.015214112	0.076676567	0.0	0.002565122	0.070593335	0.040932145	0.000882917	0.008270175
WDTC1	0.012806718	0.013942169	0.042807881	0.005310448	0.00938508	0.066488026	0.0	0.027713701	0.043950705	0.0	0.006863856	0.03654052	0.0	0.000229156	0.034929212	0.016476047	0.006647741	0.048268251	0.040733961	0.003476604	0.060552681	0.00360346	0.010989265	0.016661534	0.0	0.012765665	0.045132706	0.0	0.025967821	0.059805226	0.0	0.017876686	0.005887186	0.030218545	0.004588765	0.070230021	0.0	0.014748447	0.052100586	0.0	0.016770321	0.082593096	0.0	0.007284666	0.041765146	0.081659219	0.006884614	0.04150036
WEE1	0.012831524	0.005428882	0.043252852	0.010613786	0.001609813	0.099291898	0.0	0.038189611	0.022556482	0.0	0.006021843	0.062269533	0.026018892	0.00288654	0.004682268	0.0	0.004944725	0.051667292	0.040583338	0.008247668	0.003021007	0.0	0.004820418	0.027302235	0.030688617	0.012072725	0.173886216	0.0	0.005404333	0.018365796	0.025036143	0.00285077	0.080579919	0.011580088	0.011504134	0.020545731	0.0	0.013499281	0.045597932	0.0	0.010659029	0.040892419	0.028171429	0.00197284	0.026907365	0.040875226	0.003057582	0.08668424
WEE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFS1	0.0	0.006749212	0.053324998	0.005311534	0.014125138	0.028029919	0.0	0.0140221	0.023511031	0.022362413	0.006337118	0.093848624	0.012654424	0.035899773	0.022854484	0.016398757	0.023276519	0.070529496	0.0	0.035008779	0.217618079	0.003603324	0.015837025	0.148337893	0.0	0.044501674	0.074388886	0.0	0.004124617	0.04605495	0.024810561	0.05157377	0.100654449	0.011399906	0.012174548	0.188768934	0.0	0.010285689	0.052502453	0.054378707	0.051698431	0.227237356	0.0	0.020446184	0.28569371	0.081701896	0.014116243	0.075364843
WHAMM	0.0	0.066985558	0.011293137	0.005308621	0.020492383	0.066838418	0.0	0.033288204	0.013653419	0.0	0.094541845	0.007526295	0.0	0.044754582	0.003341034	0.005488576	0.066588457	0.03275522	0.0	0.057237016	0.045562232	0.0	0.030077506	0.00418801	0.0	0.132930172	0.02346285	0.027070988	0.037877992	0.005824011	0.0	0.06035752	0.006779448	0.007651956	0.109993664	0.044880484	0.0	0.038317212	0.018353144	0.0	0.059952582	0.021919309	0.055790757	0.048795083	0.023940254	0.0	0.15591119	0.042534866
WHRN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WIF1	0.0	0.22731863	0.268481616	0.005313927	0.278486775	0.702873191	0.0	0.282152699	0.016306252	0.0	0.182867047	0.401525366	0.013051448	0.15937317	0.354523316	0.005469499	0.370469973	0.493618153	0.0	0.256368579	0.643343399	0.0	0.076497424	0.048738721	0.0	0.112988414	0.520547204	0.0	0.268177512	0.0	0.024921335	0.182899167	0.0	0.0	0.151600956	0.118816569	0.00544793	0.3185642	0.080406411	0.054844936	0.238106444	0.577494589	0.0	0.364767012	0.509471975	0.0	0.152066415	0.22070249
WIPF1	0.0	0.026192734	0.08864769	0.010609647	0.361005668	0.03659607	0.0	0.25409115	0.076547374	0.0	0.371278644	0.09482457	0.025098294	0.580347488	0.019992169	0.027044348	0.103307673	0.096578383	0.038077433	0.238592996	0.053728588	0.003601094	0.006284402	0.004081503	0.0	0.117621558	0.157088135	0.053070372	0.421884344	0.018692782	0.0	0.186870104	0.038234356	0.033310107	0.085794855	0.139536036	0.005402714	0.450175478	0.060665787	0.0	0.048696688	0.097238104	0.0	0.26346933	0.102360039	0.04078369	0.041637664	0.022666895
WIPF2	0.0	0.024870272	0.005854587	0.0	0.013710389	0.013126699	0.0	0.011214344	0.04007644	0.0	0.002679697	0.024710846	0.012957412	0.044640027	0.003092998	0.038107566	0.022326995	0.002318016	0.020232026	0.033394723	0.029247098	0.007193702	0.003807054	0.020808335	0.0	0.030451224	0.002961511	0.0	0.029380384	0.003807282	0.0	0.037910951	0.055429501	0.014889474	0.033162992	0.009720446	0.005405612	0.02101197	0.058423158	0.0	0.017476017	0.027938646	0.0	0.015936509	0.015490721	0.040654015	0.021762492	0.011697875
WIPF3	0.0	0.028275425	0.060828938	0.0	0.079765948	0.165470607	0.0	0.015773497	0.102154012	0.0	0.00383055	0.136957655	0.0	0.255107869	0.082324996	0.010911543	0.11145722	0.047969853	0.03909041	0.164432285	0.005511932	0.0	0.016227174	0.023100467	0.0	0.003313142	0.154535283	0.0	0.117340268	0.275992349	0.0	0.02644756	0.037014546	0.011274825	0.010240095	0.157755742	0.005254833	0.112280377	0.118893692	0.0	0.032954296	0.100989824	0.0	0.051405662	0.178570062	0.0	0.02938622	0.040827648
WIPI1	0.0	0.005834563	0.001086814	0.010625032	0.006113371	0.01133108	0.0	0.000844393	0.026817206	0.022770671	7.68e-05	0.020011661	0.0	0.019202025	0.008705487	0.005493838	0.001702482	0.038110752	0.020530927	0.007188628	0.019130151	0.0	0.004244276	0.003654316	0.0	0.002113337	0.022184294	0.0	0.01106689	0.016643586	0.0	0.002800837	0.038892704	0.0	0.00224548	0.069685297	0.0	0.001911515	0.052059771	0.0	0.008519647	0.038287401	0.0	0.006678751	0.021152098	0.0	0.00087398	0.07492987
WIPI2	0.012804758	0.029795984	0.014206649	0.005283486	0.027070768	0.021469477	0.0	0.049692743	0.024074039	0.0	0.006479751	0.014349293	0.0123964	0.023806348	0.008376134	0.0	0.022812311	0.016676989	0.020156675	0.017452488	0.027169376	0.0	0.005887068	0.002396793	0.0	0.032323117	0.040850872	0.0	0.010220468	0.018024911	0.0	0.008515013	0.029506259	0.011272982	0.008081214	0.004943821	0.010828073	0.003121274	0.022031278	0.0	0.037043365	0.027333636	0.082082665	0.004144109	0.034271794	0.081751549	0.00090001	0.035586699
WNK1	0.025295729	0.003893281	0.109259314	0.029854899	0.005705227	0.020287111	0.0	0.010175659	0.008848779	0.067565454	0.008712848	0.021331227	0.103392296	0.006065717	0.008375442	0.042396892	2.65e-05	0.012360484	0.038300822	0.008611471	0.053611321	0.003144819	0.003506888	0.01818572	0.115655496	0.003537609	0.077280514	0.026448187	0.011817486	0.009588742	0.02437211	0.007214765	0.028864408	0.026651678	0.004512375	0.039808441	0.018171932	0.00068765	0.018926008	0.050766079	0.006504859	0.047691385	0.109423126	0.005356622	0.012478712	0.080060213	0.00618956	0.162912086
WNK2	0.01271262	0.185219628	0.160709935	0.015498355	0.201229055	0.11710842	0.0	0.006218526	0.01559047	0.022678054	0.036079517	0.073823638	0.025224419	0.578007065	0.010307359	0.025347418	0.187526926	0.152758757	0.019992558	0.309915897	0.200951322	0.01079854	0.046824853	0.146187379	0.028226303	0.15991197	0.09456443	0.0	0.183767359	0.046943604	0.099199729	0.386898453	0.163106672	0.029685581	0.106985637	0.012844046	0.036228041	0.124222937	0.031380556	0.0	0.105192963	0.322484571	0.050885851	0.023953334	0.058786224	0.040586635	0.197814546	0.002370656
WNK3	0.012699195	0.183675503	0.162715328	0.041633052	0.002006314	0.178776992	0.0	0.399341228	0.091961289	0.022663327	0.19823592	0.036611789	0.073630944	0.00856034	0.056440216	0.027210259	0.203804163	0.127672154	0.139012328	0.185083575	0.005334585	0.0	0.051311966	0.107331677	0.030367057	0.05453661	0.14843188	0.0	0.190057304	0.182400961	0.024719341	0.016544093	0.010152023	0.053458098	0.018378184	0.015971348	0.015892706	0.471433123	0.055719267	0.0	0.036289103	0.036373578	0.127110419	0.013581267	0.071895902	0.040692493	0.012686314	0.200881373
WNK4	0.025655146	0.110823776	0.311894916	0.026494487	0.079473615	0.010620607	0.0	0.039195263	0.011634951	0.045542917	0.025226479	0.00676334	0.064672792	0.270708073	0.00195679	0.027228323	0.459538902	0.215126119	0.081783334	0.289784522	0.016982251	0.007207733	0.055192453	0.106164085	0.030244324	0.350486946	0.048770694	0.027113043	0.181474462	0.251820783	0.099915866	0.017133915	0.214494778	0.030654178	0.244551036	0.118201693	0.010873371	0.027602007	0.010837965	0.054936041	0.172833647	0.004132094	0.0	0.307661418	0.198028455	0.0	0.254764686	0.354459681
WNT1	0.0	0.08291482	0.09244737	0.0	0.190580499	0.0	0.0	0.045504722	0.0	0.0	0.02201161	0.0	0.025730039	0.270472132	0.073235924	0.005358821	0.021804361	0.0	0.0	0.123957626	0.022854708	0.0	0.007965442	0.0	0.0	0.047813133	0.0	0.0	0.137040687	0.052026548	0.050125956	0.099251378	0.0	0.003865301	0.000976024	0.0	0.00540967	0.166878049	0.0	0.05492583	0.030226421	0.0	0.0	0.032636999	0.188661851	0.0	0.073177849	0.047165953
WNT10A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT10B	0.0	0.015597847	0.058319336	0.005286274	0.066666012	0.195897174	0.0	0.009205021	0.109838734	0.0	0.116002828	0.095496211	0.01305298	0.043649438	0.088348008	0.005452145	0.040286894	0.037745208	0.0	0.046726757	0.073818154	0.0	0.007372929	0.159016221	0.0	0.074655625	0.182842918	0.0	0.097758522	0.080928987	0.0	0.026553338	0.03344426	0.003772788	0.057937218	0.037545137	0.0	0.048250521	0.08192603	0.054689792	0.043492402	0.120477553	0.02817398	0.048906506	0.050180177	0.04091909	0.038249703	0.076943426
WNT11	0.0	0.04121835	0.135585299	0.0	0.060492491	0.318177319	0.0	0.022481355	0.111663603	0.0	0.059524589	0.04579973	0.012950922	0.028792026	0.001262868	0.0	0.051784261	0.017303657	0.0	0.05595633	0.219848126	0.0	0.004267533	0.347975227	0.030694756	0.012442672	0.096494979	0.0	0.054277811	0.181154692	0.0	0.111738758	0.200182806	0.0	0.128075763	0.002740095	0.010755932	0.057159326	0.074078744	0.0	0.013569806	0.087570715	0.0	0.025390228	0.101869371	0.0	0.01089904	0.121891805
WNT16	0.0	0.0	0.110961851	0.0	0.0	0.149439157	0.0	0.0	0.223011604	0.0	0.0	0.238373478	0.012863838	0.0	0.078598758	0.005486039	0.0	0.094237176	0.0	0.0	0.044900864	0.007152808	0.0	0.087706575	0.0	0.0	0.024413795	0.0	0.0	0.013412198	0.0	0.0	0.076641419	0.003828209	0.0	0.11083229	0.005442281	0.0	0.158013848	0.0	0.0	0.072862076	0.0	0.0	0.000532903	0.0	0.0	0.189914877
WNT2	0.012836335	0.215648493	0.184592532	0.005311456	0.447146489	0.099941679	0.028181478	0.394485357	0.356631045	0.02277204	0.313984381	0.181833919	0.013047238	0.201115666	0.310386718	0.0	0.336440732	0.351913386	0.0	0.400060431	0.163189448	0.0	0.026012143	0.134879419	0.0	0.291354074	0.072361026	0.0	0.35113766	0.241841706	0.025033042	0.200750058	0.441211179	0.003861656	0.125954019	0.29575456	0.01083257	0.43305941	0.391081621	0.0	0.147946443	0.174564279	0.0	0.386396518	0.294392342	0.0	0.14410023	0.083110423
WNT2B	0.0	0.019754517	0.04817828	0.010591161	0.024954611	0.131073314	0.028091467	0.048293331	0.095643962	0.0	0.037662898	0.194411773	0.051049488	0.021425612	0.052265398	0.0	0.001791941	0.074655098	0.060935976	0.004107988	0.160028281	0.0	0.005645989	0.061057257	0.0	0.058135588	0.216785411	0.0	0.009187592	0.062355814	0.024972323	0.024795082	0.060681501	0.003681656	0.046167854	0.187159855	0.0	0.015973635	0.124286088	0.0	0.018363717	0.006442768	0.0	0.0284353	0.042326085	0.0	0.039151169	0.045721868
WNT3	0.0	0.024059743	0.017312295	0.005301079	0.084576264	0.043076029	0.0	0.126979221	0.148304029	0.0	0.432038526	0.074022268	0.012852633	0.229822566	0.008886031	0.005497094	0.332988311	0.051949594	0.0	0.261949078	0.184636928	0.0	0.025299128	0.169897778	0.0	0.030952006	0.170456643	0.0	0.453002611	0.172042795	0.0	0.136486704	0.018066208	0.0	0.102261803	0.05609528	0.0	0.299569456	0.168360998	0.054783112	0.288207076	0.096265294	0.0	0.240696653	0.093210267	0.0	0.065410002	0.012339609
WNT3A	0.012838892	0.144269421	0.083424241	0.005306043	0.229641982	0.21108926	0.0	0.28304976	0.076755539	0.022770964	0.14026323	0.258276189	0.013046131	0.154484355	0.076242127	0.0	0.036532299	0.058107643	0.061218608	0.316877237	0.644479982	0.0	0.00360785	0.194090914	0.0	0.124897003	0.119390304	0.0	0.33677814	0.172819726	0.025041816	0.083467721	0.081512842	0.0	0.093737775	0.008324275	0.010881809	0.486555295	0.090882468	0.0	0.074974942	0.193371593	0.027856462	0.106741658	0.293505627	0.04096496	0.084213955	0.224907357
WNT4	0.0	0.033925731	0.12285181	0.01062049	0.009041251	0.043983726	0.0	0.01548255	0.029811013	0.0	0.007511434	0.079686985	0.0	0.08500598	0.119644532	0.005464467	0.018309294	0.010726147	0.0	0.001880193	0.072535583	0.0	0.002808258	0.230130534	0.0	0.044314788	0.06383282	0.0	0.011352503	0.028786229	0.024965026	0.013462872	0.01754574	0.007675169	0.010835946	0.304005978	0.0	0.00519293	0.077086492	0.0	0.00158903	0.025994788	0.028219631	0.004184791	0.085800436	0.0	0.003876945	0.04667054
WNT5A	0.0	0.008045915	0.059435822	0.0	0.028699513	0.02332012	0.0	0.069528616	0.111257772	0.0	0.542660892	0.096270663	0.024185889	0.240244417	0.094146714	0.005469679	0.024188766	0.037872899	0.0	0.086309041	0.016007822	0.0	0.026628538	0.094303086	0.0	0.05819841	0.078267545	0.0	0.176817183	0.157696892	0.0	0.105747001	0.047179997	0.003639409	0.199186871	0.135593203	0.005413654	0.220655697	0.096256144	0.054219593	0.083261879	0.144180466	0.056232659	0.088387913	0.117590297	0.0	0.043153764	0.103545084
WNT5B	0.012809694	0.060820528	0.017998641	0.005308968	0.597542795	0.165310954	0.0	0.125990575	0.09794512	0.0	0.203751196	0.088078129	0.0	0.048199836	0.088985613	0.0	0.152801575	0.139167861	0.0	0.209751516	0.04420386	0.0036034	0.000703269	0.039178859	0.060655904	0.426019655	0.227758491	0.027080637	0.374522289	0.019388165	0.024957113	0.175956543	0.095856251	0.007633177	0.444992298	0.212369864	0.0	0.182145973	0.099791275	0.0	0.125389466	0.083418443	0.0	0.380944167	0.143072612	0.0	0.167547442	0.018370043
WNT6	0.0	0.075804478	0.018934647	0.010629788	0.133990455	0.298791549	0.0	0.050824288	0.155521251	0.022775666	0.104794056	0.224532703	0.0	0.082891733	0.13596531	0.005500552	0.021558937	0.020454366	0.0	0.166727337	0.040551782	0.0	0.000368172	0.00828893	0.0	0.009251685	0.064191436	0.0	0.177034268	0.087191585	0.0	0.033118927	0.038315051	0.003854557	0.009640969	0.127282508	0.0	0.169437743	0.107655608	0.0	0.034911389	0.081271421	0.0	0.027032037	0.20858914	0.0	0.075328574	0.166083507
WNT7A	0.0	0.106034305	0.321140645	0.021242069	0.270962341	0.255585866	0.0	0.263176635	0.10346323	0.0	0.082421215	0.336220011	0.013051716	0.089591194	0.218706898	0.010534714	0.011506694	0.285075022	0.040686493	0.195098761	0.516954329	0.0	0.00834592	0.007303471	0.0	0.100861723	0.069927407	0.0	0.318993092	0.206047534	0.02506732	0.126498803	0.0	0.003853273	0.027035842	0.254036537	0.010864453	0.377931304	0.141338856	0.054739364	0.047672411	0.32158199	0.0	0.037599826	0.288119883	0.040924553	0.051987976	0.249774192
WNT7B	0.0	0.109932753	0.352637777	0.0	0.011763444	0.159913087	0.0	0.012336568	0.072514529	0.0	0.010490622	0.037888603	0.038538803	0.095211924	0.28266211	0.0	0.014806891	0.115405281	0.0	0.016907868	0.041203427	0.0	0.023922128	0.086812025	0.0	0.031854882	0.014904449	0.027000137	0.07804042	0.579906851	0.0	0.016491479	0.306818893	0.0	0.012706067	0.214866517	0.010845539	0.059921839	0.143717695	0.0	0.019357612	0.14601324	0.028152532	0.012192178	0.668577074	0.0	0.001172793	0.04284754
WNT8A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WRAP53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WRN	0.0	0.015786804	0.006705517	0.005302985	0.003254127	0.076721872	0.027978907	0.002475135	0.013609511	0.0	0.007685582	0.03681468	0.051610942	0.016943526	0.067209321	0.005458593	0.002037606	0.002983999	0.040467871	0.004159558	0.001928389	0.007140612	0.000462957	0.046781017	0.061404379	0.007910348	0.027868799	0.027097344	0.023414307	0.002602668	0.025031321	0.025447106	0.009432436	0.030595611	0.000834686	0.045988331	0.010755624	0.006452133	0.019744299	0.054530226	0.017858301	0.02181379	0.054490074	0.013173239	0.047031532	0.0	0.003533882	0.022107032
WSB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WSB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WTAP	0.025642113	0.0	0.00808732	0.0	0.0	0.054251107	0.0	0.0	0.003689684	0.0	0.0	0.017559125	0.03750073	0.0	0.009606895	0.016336812	0.0	0.007587265	0.020383541	0.0	0.042229793	0.0	0.0	0.019199315	0.061093368	0.0	0.043059251	0.0	0.0	0.019770966	0.0	0.0	0.002577057	0.041460664	0.0	0.026465447	0.005426023	0.0	0.000853898	0.054396074	0.0	0.003574384	0.0	0.0	0.036901809	0.0	0.0	0.007494368
WTIP	0.012759515	0.143497668	0.057240308	0.005208798	0.174235094	0.126460122	0.02709718	0.332738183	0.029282395	0.0	0.108384092	0.037150619	0.0	0.022531143	0.032577708	0.0	0.058128785	0.011366249	0.020484025	0.204392637	0.118026624	0.0	0.018240785	0.104050116	0.0	0.032000793	0.076459805	0.0	0.360409476	0.090877101	0.0	0.299137975	0.019619971	0.00376863	0.063524401	0.141576755	0.0	0.488558574	0.02350185	0.0	0.120414517	0.145543772	0.0	0.097369799	0.229618078	0.0	0.05402605	0.073878627
WWC1	0.0	0.01200329	0.063106558	0.015881296	0.012631112	0.021570367	0.056519715	0.026437206	0.030649462	0.022139995	0.001274628	0.087606369	0.063719778	0.02017467	0.01675504	0.0	0.024498871	0.10117859	0.040625778	0.001905786	0.101503853	0.003590838	0.003575803	0.010280754	0.0	0.009181035	0.118654982	0.026886499	0.048169902	0.147662194	0.049735085	0.039012555	0.029846628	0.01879319	0.018998756	0.135586932	0.016268934	0.02428685	0.052862978	0.05427628	0.023489689	0.171562968	0.028124046	0.023466845	0.511606417	0.0	0.032304087	0.013155125
WWOX	0.0	0.007848148	0.049255354	0.005267086	0.001861598	0.064728575	0.0	0.001381625	0.032254841	0.0	0.007042985	0.053715369	0.012986828	0.010896536	0.008646828	0.021932541	0.005288847	0.042065484	0.0	0.002360406	0.032876275	0.0	0.006152245	0.167847012	0.0	0.004508112	0.065700701	0.0	0.00869267	0.010470095	0.0	0.001483553	0.023365185	0.007555988	0.008162758	0.081842307	0.016252259	0.002769198	0.035268282	0.0	0.01122686	0.013088057	0.0	0.001442048	0.041523675	0.0	0.00173411	0.028201465
WWP1	0.0	0.025747615	0.031493426	0.02119593	0.009185953	0.03328627	0.05608841	0.016920545	0.008716494	0.022734739	0.03480425	0.009162834	0.02596687	0.029354605	0.032542688	0.027225844	0.04199578	0.006983715	0.041024824	0.023537709	0.035602915	0.0	0.005878715	0.058823797	0.0	0.063760067	0.08421366	0.0	0.006631815	0.036542704	0.0	0.01956838	0.00237387	0.022858063	0.027883806	0.041968095	0.016278757	0.002854098	0.013549245	0.0	0.006339204	0.010318115	0.0	0.006714555	0.007043705	0.040830427	0.002900771	0.045929371
WWP2	0.0	0.003371185	0.0098364	0.020799425	0.014647902	0.055610676	0.0	0.004685269	0.033724654	0.0	0.000202391	0.016401579	0.05062865	0.009395558	0.001360177	0.016368456	0.018304359	0.031950118	0.0	0.002209869	0.08786909	0.0	0.004427524	0.003602183	0.0	0.021816735	0.013925304	0.026892029	0.001522894	0.034774867	0.0	0.011196834	0.056429495	0.022430246	0.002170134	0.067212808	0.010425161	0.00117486	0.050547754	0.0	0.001744331	0.099985084	0.026807603	0.001276042	0.064093193	0.040743199	0.017270114	0.029381274
